Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
41737963,02/17/2019 10:08:54 PM,02/19/2019 04:51:25 PM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11237,403 HIMROD STREET,HIMROD STREET,,,,,ADDRESS,BROOKLYN,,N/A,Closed,,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",02/19/2019 04:51:25 PM,04 BROOKLYN,3032720046,BROOKLYN,1007629,195887,PHONE,Unspecified,BROOKLYN,,,,,,,,40.7043104,-73.9156793,"(40.7043104, -73.9156793)"
41737964,02/15/2019 06:52:27 PM,02/19/2019 04:57:48 PM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10040,34 ARDEN STREET,ARDEN STREET,,,,,ADDRESS,NEW YORK,,N/A,Closed,,The Department of Housing Preservation and Development conducted or attempted to conduct an inspection. More information about inspection results can be found through HPD's website at www.nyc.gov/hpd by using HPDONLINE (enter your address on the home page) and entering your SR number under the complaint status option.,02/19/2019 04:57:48 PM,12 MANHATTAN,1021740175,MANHATTAN,1004402,253313,PHONE,Unspecified,MANHATTAN,,,,,,,,40.8619373,-73.9271458,"(40.8619373, -73.9271458)"
41737965,02/19/2019 08:36:00 AM,03/05/2019 01:39:00 PM,DEP,Department of Environmental Protection,Water System,Hydrant Leaking (WC1),,11370,77 STREET,77 STREET,21 AVENUE,DITMARS BOULEVARD,,,BLOCKFACE,East Elmhurst,,N/A,Closed,,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,03/05/2019 01:39:00 PM,01 QUEENS,,QUEENS,1013983,219673,PHONE,Unspecified,QUEENS,,,,,,,,40.7695784,-73.8926543,"(40.7695784, -73.8926543)"
41737966,02/16/2019 10:35:34 AM,02/19/2019 05:01:47 PM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11212,1068 RUTLAND ROAD,RUTLAND ROAD,,,,,ADDRESS,BROOKLYN,,N/A,Closed,,The Department of Housing Preservation and Development conducted or attempted to conduct an inspection. More information about inspection results can be found through HPD's website at www.nyc.gov/hpd by using HPDONLINE (enter your address on the home page) and entering your SR number under the complaint status option.,02/19/2019 05:01:47 PM,17 BROOKLYN,3046150001,BROOKLYN,1005217,181174,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.6639326,-73.9244244,"(40.6639326, -73.9244244)"
41737967,01/31/2019 01:13:07 PM,02/19/2019 08:30:28 AM,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,11205,210 SPENCER STREET,SPENCER STREET,,,,,ADDRESS,BROOKLYN,,N/A,Closed,,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",02/19/2019 08:30:28 AM,03 BROOKLYN,3017620054,BROOKLYN,996817,191415,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.6920578,-73.9546831,"(40.6920578, -73.9546831)"
41737968,02/19/2019 04:50:00 PM,02/19/2019 04:50:00 PM,DEP,Department of Environmental Protection,Water System,Leak (Use Comments) (WA2),,11229,,,,,BATCHELDER STREET,AVENUE V,INTERSECTION,BROOKLYN,,N/A,Closed,,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,02/19/2019 04:50:00 PM,15 BROOKLYN,,BROOKLYN,1001291,157372,PHONE,Unspecified,BROOKLYN,,,,,,,,40.5986096,-73.9386358,"(40.5986096, -73.9386358)"
41737969,02/19/2019 01:02:00 PM,02/19/2019 01:02:00 PM,DEP,Department of Environmental Protection,Water System,Leak (Use Comments) (WA2),,10027,162 WEST 132 STREET,WEST 132 STREET,LENOX AVE,ADAM CLAYTON POWELL JR BLVD,,,ADDRESS,NEW YORK,,N/A,Closed,,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,02/19/2019 01:02:00 PM,10 MANHATTAN,1019160056,MANHATTAN,999775,235437,PHONE,Unspecified,MANHATTAN,,,,,,,,40.8128823,-73.9439149,"(40.8128823, -73.9439149)"
41737970,01/22/2019 12:50:28 PM,02/19/2019 08:29:52 AM,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10456,1140 FINDLAY AVENUE,FINDLAY AVENUE,,,,,ADDRESS,BRONX,,N/A,Closed,,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",02/19/2019 08:29:52 AM,04 BRONX,2024340065,BRONX,1008236,242077,PHONE,Unspecified,BRONX,,,,,,,,40.8310883,-73.9133252,"(40.8310883, -73.9133252)"
41737971,01/31/2019 07:26:40 PM,02/19/2019 08:30:30 AM,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,11206,181 MONTROSE AVENUE,MONTROSE AVENUE,,,,,ADDRESS,BROOKLYN,,N/A,Closed,,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",02/19/2019 08:30:30 AM,01 BROOKLYN,3030530025,BROOKLYN,1000336,197028,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.7074584,-73.9419801,"(40.7074584, -73.9419801)"
41737976,02/19/2019 09:01:47 AM,06/14/2019 12:00:00 AM,DSNY,Department of Sanitation,Graffiti,Graffiti,Residential,10030,199 WEST 134 STREET,WEST 134 STREET,,,,,ADDRESS,NEW YORK,,N/A,Closed,05/04/2019 03:45:46 PM,The City has removed the graffiti from this property.,07/10/2019 04:18:32 PM,10 MANHATTAN,1019197501,MANHATTAN,999764,236042,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.8145428,-73.9439532,"(40.8145428, -73.9439532)"
41737977,02/19/2019 07:25:24 AM,05/09/2019 12:00:00 AM,DSNY,Department of Sanitation,Graffiti,Graffiti,Residential,11208,3240 FULTON STREET,FULTON STREET,,,,,ADDRESS,BROOKLYN,,N/A,Closed,05/04/2019 03:45:46 PM,The City has removed the graffiti from this property.,05/13/2019 10:22:55 AM,05 BROOKLYN,3041410024,BROOKLYN,1018727,188007,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.6826454,-73.8756927,"(40.6826454, -73.8756927)"
41737979,02/19/2019 08:50:02 AM,06/07/2019 12:00:00 AM,DSNY,Department of Sanitation,Graffiti,Graffiti,Comercial,10468,120 EAST FORDHAM ROAD,EAST FORDHAM ROAD,,,,,ADDRESS,BRONX,,N/A,Closed,05/04/2019 03:45:46 PM,The City has removed the graffiti from this property.,06/19/2019 12:52:36 PM,05 BRONX,2031660069,BRONX,1012369,253455,UNKNOWN,Unspecified,BRONX,,,,,,,,40.8623053,-73.8983427,"(40.8623053, -73.8983427)"
41737980,02/19/2019 08:17:53 AM,05/15/2019 12:00:00 AM,DSNY,Department of Sanitation,Graffiti,Graffiti,Comercial,10458,2296 CROTONA AVENUE,CROTONA AVENUE,,,,,ADDRESS,BRONX,,N/A,Closed,04/06/2019 10:16:29 AM,The City has removed the graffiti from this property.,05/28/2019 12:32:49 PM,06 BRONX,2031020001,BRONX,1016186,249721,UNKNOWN,Unspecified,BRONX,,,,,,,,40.8520436,-73.884561,"(40.8520436, -73.884561)"
41737981,02/19/2019 07:45:25 AM,05/17/2019 12:00:00 AM,DSNY,Department of Sanitation,Graffiti,Graffiti,Comercial,11212,864 ROCKAWAY AVENUE,ROCKAWAY AVENUE,,,,,ADDRESS,BROOKLYN,,N/A,Closed,04/06/2019 10:16:29 AM,The City has removed the graffiti from this property.,06/18/2019 03:29:17 PM,16 BROOKLYN,3036140052,BROOKLYN,1009798,179241,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.6586149,-73.9079195,"(40.6586149, -73.9079195)"
41737982,02/19/2019 07:43:22 AM,05/17/2019 12:00:00 AM,DSNY,Department of Sanitation,Graffiti,Graffiti,Comercial,11207,675 STANLEY AVENUE,STANLEY AVENUE,,,,,ADDRESS,BROOKLYN,,N/A,Closed,04/06/2019 10:16:29 AM,"The City inspected the property for cleaning, but no graffiti was found.",05/28/2019 12:32:50 PM,05 BROOKLYN,3043530031,BROOKLYN,1016470,179528,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.6593809,-73.8838708,"(40.6593809, -73.8838708)"
41737983,02/19/2019 07:51:29 AM,06/13/2019 12:00:00 AM,DSNY,Department of Sanitation,Graffiti,Graffiti,Comercial,11236,1185 ROCKAWAY AVENUE,ROCKAWAY AVENUE,,,,,ADDRESS,BROOKLYN,,N/A,Closed,05/04/2019 03:45:46 PM,The City has removed the graffiti from this property.,06/19/2019 12:52:36 PM,18 BROOKLYN,3081310023,BROOKLYN,1010348,176412,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.6508484,-73.9059481,"(40.6508484, -73.9059481)"
41737987,02/19/2019 08:51:33 AM,,DSNY,Department of Sanitation,Graffiti,Graffiti,,10468,186 EAST 188 STREET,EAST 188 STREET,,,,,ADDRESS,BRONX,,N/A,Open,,,02/19/2019 08:51:33 AM,05 BRONX,,BRONX,1012425,253170,UNKNOWN,Unspecified,BRONX,,,,,,,,40.8615229,-73.8981414,"(40.8615229, -73.8981414)"
41737991,02/19/2019 10:21:27 AM,06/07/2019 12:00:00 AM,DSNY,Department of Sanitation,Graffiti,Graffiti,,10466,2106 NEEDHAM AVENUE,NEEDHAM AVENUE,,,,,ADDRESS,BRONX,,N/A,Closed,05/04/2019 03:45:46 PM,The City has removed the graffiti from this property.,06/19/2019 12:52:36 PM,12 BRONX,2049240029,BRONX,1029768,261259,UNKNOWN,Unspecified,BRONX,,,,,,,,40.8836523,-73.835388,"(40.8836523, -73.835388)"
41737992,02/19/2019 10:21:02 AM,06/07/2019 12:00:00 AM,DSNY,Department of Sanitation,Graffiti,Graffiti,,10466,2104 NEEDHAM AVENUE,NEEDHAM AVENUE,,,,,ADDRESS,BRONX,,N/A,Closed,05/04/2019 03:45:46 PM,The City has removed the graffiti from this property.,06/19/2019 12:52:36 PM,12 BRONX,2049240028,BRONX,1029767,261258,UNKNOWN,Unspecified,BRONX,,,,,,,,40.8836495,-73.8353916,"(40.8836495, -73.8353916)"
41737994,02/19/2019 06:53:10 AM,06/10/2019 12:00:00 AM,DSNY,Department of Sanitation,Graffiti,Graffiti,,11207,2321 PITKIN AVENUE,PITKIN AVENUE,,,,,ADDRESS,BROOKLYN,,N/A,Closed,05/04/2019 03:45:46 PM,The City has removed the graffiti from this property.,06/19/2019 12:52:36 PM,05 BROOKLYN,3039980037,BROOKLYN,1015707,184589,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.673275,-73.8865973,"(40.673275, -73.8865973)"
41737995,02/19/2019 07:19:39 AM,05/14/2019 12:00:00 AM,DSNY,Department of Sanitation,Graffiti,Graffiti,Comercial,10455,755 EAST 149 STREET,EAST 149 STREET,,,,,ADDRESS,BRONX,,N/A,Closed,04/06/2019 10:16:29 AM,The City has removed the graffiti from this property.,05/24/2019 01:14:00 PM,01 BRONX,2026410042,BRONX,1009764,235483,UNKNOWN,Unspecified,BRONX,,,,,,,,40.8129853,-73.9078288,"(40.8129853, -73.9078288)"
41737998,02/19/2019 07:19:56 AM,02/19/2019 09:52:18 AM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11233,2426 DEAN STREET,DEAN STREET,MOTHER GASTON BOULEVARD,SACKMAN STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,02/19/2019 03:19:56 PM,The Police Department issued a summons in response to the complaint.,02/19/2019 09:52:18 AM,16 BROOKLYN,3014500023,BROOKLYN,1010027,185040,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.6745312,-73.907072,"(40.6745312, -73.907072)"
41737999,02/19/2019 09:30:07 PM,02/19/2019 11:02:19 PM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11378,57-22 65 STREET,65 STREET,FLUSHING AVENUE,DEAD END,,,ADDRESS,MASPETH,,Precinct,Closed,02/20/2019 05:30:07 AM,The Police Department issued a summons in response to the complaint.,02/19/2019 11:02:19 PM,05 QUEENS,4027510042,QUEENS,1011831,202544,PHONE,Unspecified,QUEENS,,,,,,,,40.7225702,-73.9004967,"(40.7225702, -73.9004967)"
41738000,02/19/2019 10:08:41 AM,02/19/2019 02:43:59 PM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11215,239 15 STREET,15 STREET,5 AVENUE,6 AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,02/19/2019 06:08:41 PM,The Police Department responded and upon arrival those responsible for the condition were gone.,02/19/2019 02:43:59 PM,06 BROOKLYN,3010420066,BROOKLYN,987501,181582,PHONE,Unspecified,BROOKLYN,,,,,,,,40.6650767,-73.9882816,"(40.6650767, -73.9882816)"
41738001,02/19/2019 10:12:11 PM,02/20/2019 04:03:12 AM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11221,514 CENTRAL AVENUE,CENTRAL AVENUE,JEFFERSON AVENUE,HANCOCK STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,02/20/2019 06:12:11 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,02/20/2019 04:03:12 AM,04 BROOKLYN,3033890141,BROOKLYN,1008353,191113,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.6912049,-73.9130851,"(40.6912049, -73.9130851)"
41738002,02/19/2019 03:38:06 PM,02/19/2019 09:54:15 PM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11217,98 3 AVENUE,3 AVENUE,BERGEN STREET,ST MARKS PLACE,,,ADDRESS,BROOKLYN,,Precinct,Closed,02/19/2019 11:38:06 PM,The Police Department responded and upon arrival those responsible for the condition were gone.,02/19/2019 09:54:15 PM,02 BROOKLYN,3003880031,BROOKLYN,989224,188231,PHONE,Unspecified,BROOKLYN,,,,,,,,40.6833259,-73.982066,"(40.6833259, -73.982066)"
41738003,02/19/2019 04:45:00 PM,02/19/2019 09:07:39 PM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11210,1040 EAST 29 STREET,EAST 29 STREET,AVENUE J,AVENUE K,,,ADDRESS,BROOKLYN,,Precinct,Closed,02/20/2019 12:45:00 AM,The Police Department responded to the complaint and took action to fix the condition.,02/19/2019 09:07:39 PM,14 BROOKLYN,3076100061,BROOKLYN,998772,167212,PHONE,Unspecified,BROOKLYN,,,,,,,,40.6256229,-73.9476855,"(40.6256229, -73.9476855)"
41738004,02/19/2019 04:25:06 PM,02/19/2019 06:22:10 PM,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,10308,3593 HYLAN BOULEVARD,HYLAN BOULEVARD,AINSWORTH AVENUE,KEEGANS LANE,,,ADDRESS,STATEN ISLAND,,Precinct,Closed,02/20/2019 12:25:06 AM,The Police Department issued a summons in response to the complaint.,02/19/2019 06:22:10 PM,03 STATEN ISLAND,5051110033,STATEN ISLAND,946319,139751,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.5501787,-74.1364897,"(40.5501787, -74.1364897)"
41738005,02/19/2019 03:51:08 PM,02/19/2019 11:44:49 PM,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11205,27 HALL STREET,HALL STREET,FLUSHING AVENUE,PARK AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,02/19/2019 11:51:08 PM,The Police Department responded and upon arrival those responsible for the condition were gone.,02/19/2019 11:44:49 PM,02 BROOKLYN,3018760001,BROOKLYN,993518,193164,PHONE,Unspecified,BROOKLYN,,,,,,,,40.6968624,-73.966577,"(40.6968624, -73.966577)"
41738006,02/19/2019 05:40:21 PM,02/19/2019 06:11:00 PM,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11355,137-58 LABURNUM AVENUE,LABURNUM AVENUE,COLDEN STREET,KISSENA BOULEVARD,,,ADDRESS,FLUSHING,,Precinct,Closed,02/20/2019 01:40:21 AM,The Police Department responded to the complaint and determined that police action was not necessary.,02/19/2019 06:11:00 PM,07 QUEENS,4051510124,QUEENS,1034323,211935,PHONE,Unspecified,QUEENS,,,,,,,,40.7482474,-73.8192832,"(40.7482474, -73.8192832)"
41738007,02/19/2019 12:00:00 AM,02/19/2019 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,3+ Family Apt. Building,11249,27 NORTH 6 STREET,NORTH 6 STREET,,,,,LATLONG,BROOKLYN,,N/A,Closed,03/21/2019 12:22:17 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action. Complaints of this type usually result in an inspection. Please call 311 in 30 days from the date of your complaint for status,02/19/2019 12:29:34 PM,Unspecified BROOKLYN,,BROOKLYN,994663,201632,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.7201066,-73.9624347,"(40.7201066, -73.9624347)"
41738008,02/19/2019 12:00:00 AM,02/27/2019 12:51:15 PM,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,Commercial Building,11229,2601 AVENUE U,AVENUE U,EAST 26 STREET,EAST 27 STREET,,,ADDRESS,BROOKLYN,,N/A,Closed,03/21/2019 04:43:04 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action. Complaints of this type usually result in an inspection. Please call 311 in 30 days from the date of your complaint for status,02/27/2019 12:51:15 PM,15 BROOKLYN,3073310056,BROOKLYN,999376,157890,PHONE,Unspecified,BROOKLYN,,,,,,,,40.6000349,-73.9455305,"(40.6000349, -73.9455305)"
41738009,02/19/2019 01:50:00 PM,02/19/2019 05:00:00 PM,DOT,Department of Transportation,Traffic Signal Condition,LED Pedestrian Unit,,11378,,,,,CALDWELL AVENUE,74 STREET,INTERSECTION,Maspeth,,N/A,Closed,,Service Request status for this request is available on the Department of Transportation?s website. Please click the ?Learn More? link below.,02/19/2019 05:00:00 PM,05 QUEENS,,QUEENS,1015550,203302,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.7246383,-73.8870763,"(40.7246383, -73.8870763)"
41738010,02/19/2019 06:38:00 AM,02/27/2019 02:05:00 PM,DEP,Department of Environmental Protection,Water System,Leak (Use Comments) (WA2),,11412,187-12 FOCH BOULEVARD,FOCH BOULEVARD,LOVINGHAM PL,EVERITT PL,,,ADDRESS,Saint Albans,,N/A,Closed,,"The Department of Environmental Protection has investigated this complaint and a leak, not a city issue, has been resolved by homeowner.",02/27/2019 02:05:00 PM,12 QUEENS,4124400150,QUEENS,1049746,191066,PHONE,Unspecified,QUEENS,,,,,,,,40.6908664,-73.7638239,"(40.6908664, -73.7638239)"
41738012,02/19/2019 02:35:00 PM,02/19/2019 04:15:00 PM,DOT,Department of Transportation,Traffic Signal Condition,Veh Signal Head,,11215,,,,,5 AVENUE,13 STREET,INTERSECTION,BROOKLYN,,N/A,Closed,,Service Request status for this request is available on the Department of Transportation?s website. Please click the ?Learn More? link below.,02/19/2019 04:15:00 PM,06 BROOKLYN,,BROOKLYN,987494,182199,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.6667703,-73.9883065,"(40.6667703, -73.9883065)"
41738015,02/19/2019 09:00:01 AM,02/19/2019 03:13:36 PM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10455,712 SOUTHERN BOULEVARD,SOUTHERN BOULEVARD,LEGGETT AVENUE,EAST 156 STREET,,,ADDRESS,BRONX,,Precinct,Closed,02/19/2019 05:00:01 PM,The Police Department responded to the complaint and took action to fix the condition.,02/19/2019 03:13:36 PM,02 BRONX,2027290006,BRONX,1012278,235808,PHONE,Unspecified,BRONX,,,,,,,,40.8138697,-73.8987454,"(40.8138697, -73.8987454)"
41738016,02/19/2019 09:54:00 AM,02/19/2019 10:14:00 AM,DEP,Department of Environmental Protection,Water System,Possible Water Main Break (Use Comments) (WA1),,10458,,,,,BEAUMONT AVENUE,EAST 187 STREET,INTERSECTION,BRONX,,N/A,Closed,,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,02/19/2019 10:14:00 AM,06 BRONX,,BRONX,1016213,250489,PHONE,Unspecified,BRONX,,,,,,,,40.8541515,-73.8844598,"(40.8541515, -73.8844598)"
41738018,02/19/2019 12:57:56 AM,03/18/2019 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Cons - Contrary/Beyond Approved Plans/Permits,,11355,47-23 SMART STREET,SMART STREET,,,,,ADDRESS,Flushing,,N/A,Closed,,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,03/18/2019 12:00:00 AM,07 QUEENS,4052200029,QUEENS,1035747,212977,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.7510992,-73.8141359,"(40.7510992, -73.8141359)"
41738019,02/19/2019 07:22:32 PM,02/21/2019 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Sidewalk Shed/Pipe Scafford - Inadequate Defective/None,,10468,2851 UNIVERSITY AVENUE,UNIVERSITY AVENUE,,,,,ADDRESS,BRONX,,N/A,Closed,,The Department of Buildings investigated this complaint and determined that no further action was necessary.,02/21/2019 12:00:00 AM,08 BRONX,2032500139,BRONX,1012213,257198,UNKNOWN,Unspecified,BRONX,,,,,,,,40.8725792,-73.898891,"(40.8725792, -73.898891)"
41738020,02/19/2019 05:31:16 PM,02/20/2019 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Vent/Exhaust - Illegal/Improper,,10457,3859 THIRD AVENUE,THIRD AVENUE,,,,,ADDRESS,BRONX,,N/A,Closed,,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",02/20/2019 12:00:00 AM,03 BRONX,2029190043,BRONX,1011661,244797,UNKNOWN,Unspecified,BRONX,,,,,,,,40.8385439,-73.9009377,"(40.8385439, -73.9009377)"
41738022,02/19/2019 09:03:18 PM,02/20/2019 06:02:06 AM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11420,130-42 122 STREET,122 STREET,SUTTER AVENUE,133 AVENUE,,,ADDRESS,SOUTH OZONE PARK,,Precinct,Closed,02/20/2019 05:03:18 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,02/20/2019 06:02:06 AM,10 QUEENS,4117280064,QUEENS,1034991,184660,MOBILE,Unspecified,QUEENS,,,,,,,,40.6733803,-73.8170779,"(40.6733803, -73.8170779)"
41738023,02/19/2019 08:24:39 AM,02/19/2019 10:20:47 AM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11205,20 GRAND AVENUE,GRAND AVENUE,FLUSHING AVENUE,PARK AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,02/19/2019 04:24:39 PM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,02/19/2019 10:20:47 AM,02 BROOKLYN,3018770035,BROOKLYN,994021,193255,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.6971117,-73.9647629,"(40.6971117, -73.9647629)"
41738024,02/19/2019 09:47:07 PM,02/19/2019 10:51:09 PM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10468,2700 CRESTON AVENUE,CRESTON AVENUE,EAST KINGSBRIDGE ROAD,EAST 196 STREET,,,ADDRESS,BRONX,,Precinct,Closed,02/20/2019 05:47:07 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,02/19/2019 10:51:09 PM,07 BRONX,2033140030,BRONX,1013397,255432,ONLINE,Unspecified,BRONX,,,,,,,,40.8677282,-73.8946176,"(40.8677282, -73.8946176)"
41738025,02/19/2019 03:20:23 PM,02/19/2019 04:51:30 PM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10468,3073 VILLA AVENUE,VILLA AVENUE,BEDFORD PARK BOULEVARD,EAST 204 STREET,,,ADDRESS,BRONX,,Precinct,Closed,02/19/2019 11:20:23 PM,The Police Department issued a summons in response to the complaint.,02/19/2019 04:51:30 PM,07 BRONX,2033210057,BRONX,1015205,257716,MOBILE,Unspecified,BRONX,,,,,,,,40.873991,-73.8880701,"(40.873991, -73.8880701)"
41738030,02/19/2019 08:48:02 AM,02/27/2019 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Cons - Contrary/Beyond Approved Plans/Permits,,10069,101 WEST END AVENUE,WEST END AVENUE,,,,,ADDRESS,NEW YORK,,N/A,Closed,,The Department of Buildings investigated this complaint and determined that no further action was necessary.,02/27/2019 12:00:00 AM,07 MANHATTAN,1011710062,MANHATTAN,987398,221654,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.7750647,-73.9886341,"(40.7750647, -73.9886341)"
41738031,02/19/2019 04:07:57 PM,02/21/2019 03:04:44 PM,DOT,Department of Transportation,Street Condition,Defective Hardware,Street,10017,,,,,5 AVENUE,WEST 47 STREET,INTERSECTION,NEW YORK,,N/A,Closed,,The City inspected the condition you reported and asked the Department of Environmental Protection to address the issue.,02/21/2019 03:04:44 PM,05 MANHATTAN,,MANHATTAN,990188,214947,PHONE,Unspecified,MANHATTAN,,,,,,,,40.7566543,-73.9785667,"(40.7566543, -73.9785667)"
41738032,02/19/2019 07:50:44 PM,02/19/2019 10:27:49 PM,DOT,Department of Transportation,Street Condition,Plate Condition - Noisy,Street,10024,,,,,WEST END AVENUE,WEST 87 STREET,INTERSECTION,NEW YORK,,N/A,Closed,03/01/2019 07:04:22 PM,The Department of Transportation inspected the condition you reported and temporarily addressed the condition. The Agency will notify the responsible party.,02/19/2019 10:26:56 PM,07 MANHATTAN,,MANHATTAN,990519,226935,PHONE,Unspecified,MANHATTAN,,,,,,,,40.789558,-73.9773607,"(40.789558, -73.9773607)"
41738033,02/19/2019 03:07:54 PM,02/21/2019 01:46:37 PM,DOT,Department of Transportation,Street Condition,Blocked - Construction,Street,10463,,,,,WEST KINGSBRIDGE ROAD,HEATH AVENUE,INTERSECTION,BRONX,,N/A,Closed,03/01/2019 03:07:54 PM,"The Department of Transportation inspected the condition and issued a summons to the responsible party. A re-inspection will be done within 10 days. If the condition still exists, a second summons will be issued. In some cases, the Department of Transportation will make the repairs and charge the responsible party for the costs.",02/21/2019 01:46:37 PM,07 BRONX,,BRONX,1010613,257211,UNKNOWN,Unspecified,BRONX,,,,,,,,40.8726198,-73.9046763,"(40.8726198, -73.9046763)"
41738035,02/19/2019 01:21:35 PM,01/15/2020 08:03:23 AM,DOT,Department of Transportation,Street Sign - Damaged,"No Parking, Standing, Stopping",Street,11222,151 NOBLE STREET,NOBLE STREET,LORIMER STREET,MANHATTAN AVENUE,LORIMER STREET,MANHATTAN AVENUE,ADDRESS,BROOKLYN,,,Closed,08/19/2019 04:14:16 PM,The Department of Transportation has completed the request or corrected the condition.,01/15/2020 01:03:25 PM,01 BROOKLYN,3025660052,BROOKLYN,996910,204788,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.7287633,-73.9543226,"(40.7287633, -73.9543226)"
