date,state,cases
2020-05-12,MO,88
2020-05-12,MP,0
2020-05-12,MS,234
2020-05-12,MT,2
2020-05-12,NC,301
2020-05-12,ND,52
2020-05-12,NE,257
2020-05-12,NH,0
2020-05-12,NJ,798
2020-05-12,NM,143
2020-05-12,NV,159
2020-05-12,NY,1430
2020-05-12,OH,473
2020-05-12,OK,119
2020-05-12,OR,0
2020-05-12,PA,837
2020-05-12,PR,8
2020-05-12,RI,219
2020-05-12,SC,274
2020-05-12,SD,49
2020-05-12,TN,567
2020-05-12,TX,1179
2020-05-12,UT,70
2020-05-12,VA,730
2020-05-12,VI,0
2020-05-12,VT,1
2020-05-12,WA,61
2020-05-12,WI,211
2020-05-12,WV,5
2020-05-12,WY,6
2020-05-11,AK,2
2020-05-11,AL,232
2020-05-11,AR,287
2020-05-11,AS,0
2020-05-11,AZ,261
2020-05-11,CA,1259
2020-05-11,CO,176
2020-05-11,CT,211
2020-05-11,DC,117
2020-05-11,DE,118
2020-05-11,FL,383
2020-05-11,GA,486
2020-05-11,GU,0
2020-05-11,HI,1
2020-05-11,IA,414
2020-05-11,ID,0
2020-05-11,IL,1266
2020-05-11,IN,501
2020-05-11,KS,168
2020-05-11,KY,0
2020-05-11,LA,215
2020-05-11,MA,669
2020-05-11,MD,786
2020-05-11,ME,26
2020-05-11,MI,971
2020-05-11,MN,827
2020-05-11,MO,74
2020-05-11,MP,3
2020-05-11,MS,173
2020-05-11,MT,1
2020-05-11,NC,281
2020-05-11,ND,26
2020-05-11,NE,81
2020-05-11,NH,149
2020-05-11,NJ,1413
2020-05-11,NM,206
2020-05-11,NV,54
2020-05-11,NY,1660
2020-05-11,OH,696
2020-05-11,OK,24
2020-05-11,OR,58
2020-05-11,PA,543
2020-05-11,PR,14
2020-05-11,RI,175
2020-05-11,SC,0
2020-05-11,SD,97
2020-05-11,TN,559
2020-05-11,TX,1000
2020-05-11,UT,111
2020-05-11,VA,989
2020-05-11,VI,0
2020-05-11,VT,0
2020-05-11,WA,126
2020-05-11,WI,226
2020-05-11,WV,6
2020-05-11,WY,7
2020-05-10,AK,1
2020-05-10,AL,210
2020-05-10,AR,0
2020-05-10,AS,0
2020-05-10,AZ,159
2020-05-10,CA,2119
2020-05-10,CO,328
2020-05-10,CT,570
2020-05-10,DC,170
2020-05-10,DE,170
2020-05-10,FL,681
2020-05-10,GA,909
2020-05-10,GU,0
2020-05-10,HI,2
2020-05-10,IA,288
2020-05-10,ID,25
2020-05-10,IL,1656
2020-05-10,IN,394
2020-05-10,KS,197
2020-05-10,KY,152
2020-05-10,LA,183
2020-05-10,MA,1050
2020-05-10,MD,1053
2020-05-10,ME,28
2020-05-10,MI,301
2020-05-10,MN,231
2020-05-10,MO,178
2020-05-10,MP,0
2020-05-10,MS,123
2020-05-10,MT,0
2020-05-10,NC,404
2020-05-10,ND,26
2020-05-10,NE,403
2020-05-10,NH,64
2020-05-10,NJ,1447
2020-05-10,NM,85
2020-05-10,NV,70
2020-05-10,NY,2273
2020-05-10,OH,384
2020-05-10,OK,99
2020-05-10,OR,68
2020-05-10,PA,1295
2020-05-10,PR,6
2020-05-10,RI,186
2020-05-10,SC,122
2020-05-10,SD,124
2020-05-10,TN,217
2020-05-10,TX,1009
2020-05-10,UT,148
2020-05-10,VA,885
2020-05-10,VI,1
2020-05-10,VT,8
2020-05-10,WA,254
2020-05-10,WI,292
2020-05-10,WV,25
2020-05-10,WY,9
2020-05-09,AK,1
2020-05-09,AL,346
2020-05-09,AR,53
2020-05-09,AS,0
2020-05-09,AZ,434
2020-05-09,CA,2049
2020-05-09,CO,548
2020-05-09,CT,573
2020-05-09,DC,203
2020-05-09,DE,166
2020-05-09,FL,765
2020-05-09,GA,426
2020-05-09,GU,0
2020-05-09,HI,0
2020-05-09,IA,214
2020-05-09,ID,27
2020-05-09,IL,2325
2020-05-09,IN,586
2020-05-09,KS,250
2020-05-09,KY,159
2020-05-09,LA,562
2020-05-09,MA,1410
2020-05-09,MD,1049
2020-05-09,ME,34
2020-05-09,MI,383
2020-05-09,MN,281
2020-05-09,MO,177
2020-05-09,MP,1
2020-05-09,MS,288
2020-05-09,MT,0
2020-05-09,NC,492
2020-05-09,ND,40
2020-05-09,NE,641
2020-05-09,NH,104
2020-05-09,NJ,1631
2020-05-09,NM,105
2020-05-09,NV,144
2020-05-09,NY,2715
2020-05-09,OH,681
2020-05-09,OK,66
2020-05-09,OR,92
2020-05-09,PA,1078
2020-05-09,PR,5
2020-05-09,RI,286
2020-05-09,SC,389
2020-05-09,SD,249
2020-05-09,TN,327
2020-05-09,TX,1251
2020-05-09,UT,184
2020-05-09,VA,854
2020-05-09,VI,0
2020-05-09,VT,2
2020-05-09,WA,266
2020-05-09,WI,372
2020-05-09,WV,25
2020-05-09,WY,9
2020-05-08,AK,3
2020-05-08,AL,323
2020-05-08,AR,83
2020-05-08,AS,0
2020-05-08,AZ,581
2020-05-08,CA,1898
2020-05-08,CO,456
2020-05-08,CT,627
2020-05-08,DC,245
2020-05-08,DE,172
2020-05-08,FL,344
2020-05-08,GA,667
2020-05-08,GU,0
2020-05-08,HI,3
2020-05-08,IA,398
2020-05-08,ID,20
2020-05-08,IL,2887
2020-05-08,IN,643
2020-05-08,KS,357
2020-05-08,KY,195
2020-05-08,LA,203
2020-05-08,MA,1612
2020-05-08,MD,1111
2020-05-08,ME,44
2020-05-08,MI,618
2020-05-08,MN,712
2020-05-08,MO,148
2020-05-08,MP,0
2020-05-08,MS,404
2020-05-08,MT,2
2020-05-08,NC,471
2020-05-08,ND,53
2020-05-08,NE,419
2020-05-08,NH,103
2020-05-08,NJ,1819
2020-05-08,NM,180
2020-05-08,NV,118
2020-05-08,NY,2938
2020-05-08,OH,885
2020-05-08,OK,94
2020-05-08,OR,79
2020-05-08,PA,1323
2020-05-08,PR,16
2020-05-08,RI,231
2020-05-08,SC,206
2020-05-08,SD,239
2020-05-08,TN,345
2020-05-08,TX,1219
2020-05-08,UT,195
2020-05-08,VA,772
2020-05-08,VI,2
2020-05-08,VT,2
2020-05-08,WA,289
2020-05-08,WI,409
2020-05-08,WV,23
2020-05-08,WY,9
2020-05-07,AK,2
2020-05-07,AL,317
2020-05-07,AR,43
2020-05-07,AS,0
2020-05-07,AZ,238
2020-05-07,CA,1799
2020-05-07,CO,541
2020-05-07,CT,789
2020-05-07,DC,193
2020-05-07,DE,161
2020-05-07,FL,625
2020-05-07,GA,743
2020-05-07,GU,0
2020-05-07,HI,1
2020-05-07,IA,655
2020-05-07,ID,31
2020-05-07,IL,2641
2020-05-07,IN,633
2020-05-07,KS,410
2020-05-07,KY,112
2020-05-07,LA,253
2020-05-07,MA,1696
2020-05-07,MD,1211
2020-05-07,ME,76
2020-05-07,MI,600
2020-05-07,MN,818
2020-05-07,MO,239
2020-05-07,MP,0
2020-05-07,MS,262
2020-05-07,MT,0
2020-05-07,NC,639
2020-05-07,ND,49
2020-05-07,NE,333
2020-05-07,NH,104
2020-05-07,NJ,1745
2020-05-07,NM,202
2020-05-07,NV,103
2020-05-07,NY,3491
2020-05-07,OH,555
2020-05-07,OK,129
2020-05-07,OR,73
2020-05-07,PA,1070
2020-05-07,PR,7
2020-05-07,RI,271
2020-05-07,SC,0
2020-05-07,SD,126
2020-05-07,TN,158
2020-05-07,TX,968
2020-05-07,UT,129
2020-05-07,VA,1314
2020-05-07,VI,0
2020-05-07,VT,5
2020-05-07,WA,259
2020-05-07,WI,359
2020-05-07,WV,39
2020-05-07,WY,4
2020-05-06,AK,1
2020-05-06,AL,296
2020-05-06,AR,72
2020-05-06,AS,0
2020-05-06,AZ,402
2020-05-06,CA,2603
2020-05-06,CO,466
2020-05-06,CT,374
2020-05-06,DC,139
2020-05-06,DE,407
2020-05-06,FL,581
2020-05-06,GA,985
2020-05-06,GU,2
2020-05-06,HI,4
2020-05-06,IA,293
2020-05-06,ID,21
2020-05-06,IL,2270
2020-05-06,IN,837
2020-05-06,KS,276
2020-05-06,KY,577
2020-05-06,LA,403
2020-05-06,MA,1754
2020-05-06,MD,1046
2020-05-06,ME,28
2020-05-06,MI,634
2020-05-06,MN,634
2020-05-06,MO,186
2020-05-06,MP,1
2020-05-06,MS,217
2020-05-06,MT,0
2020-05-06,NC,502
2020-05-06,ND,56
2020-05-06,NE,355
2020-05-06,NH,48
2020-05-06,NJ,1297
2020-05-06,NM,153
2020-05-06,NV,69
2020-05-06,NY,2786
2020-05-06,OH,607
2020-05-06,OK,74
2020-05-06,OR,77
2020-05-06,PA,888
2020-05-06,PR,1
2020-05-06,RI,342
2020-05-06,SC,179
2020-05-06,SD,58
2020-05-06,TN,248
2020-05-06,TX,1053
2020-05-06,UT,146
2020-05-06,VA,0
2020-05-06,VI,0
2020-05-06,VT,3
2020-05-06,WA,388
2020-05-06,WI,366
2020-05-06,WV,10
2020-05-06,WY,27
2020-05-05,AK,1
2020-05-05,AL,260
2020-05-05,AR,38
2020-05-05,AS,0
2020-05-05,AZ,386
2020-05-05,CA,1275
2020-05-05,CO,457
2020-05-05,CT,1334
2020-05-05,DC,152
2020-05-05,DE,83
2020-05-05,FL,574
2020-05-05,GA,343
2020-05-05,GU,0
2020-05-05,HI,1
2020-05-05,IA,408
2020-05-05,ID,45
2020-05-05,IL,2122
2020-05-05,IN,526
2020-05-05,KS,213
2020-05-05,KY,115
2020-05-05,LA,323
2020-05-05,MA,1184
2020-05-05,MD,709
2020-05-05,ME,21
2020-05-05,MI,688
2020-05-05,MN,641
2020-05-05,MO,162
2020-05-05,MP,0
2020-05-05,MS,330
2020-05-05,MT,-1
2020-05-05,NC,408
2020-05-05,ND,39
2020-05-05,NE,173
2020-05-05,NH,0
2020-05-05,NJ,2324
2020-05-05,NM,107
2020-05-05,NV,103
2020-05-05,NY,2239
2020-05-05,OH,495
2020-05-05,OK,83
2020-05-05,OR,80
2020-05-05,PA,865
2020-05-05,PR,4
2020-05-05,RI,303
2020-05-05,SC,131
2020-05-05,SD,53
2020-05-05,TN,119
2020-05-05,TX,1037
2020-05-05,UT,132
2020-05-05,VA,764
2020-05-05,VI,0
2020-05-05,VT,5
2020-05-05,WA,85
2020-05-05,WI,358
2020-05-05,WV,32
2020-05-05,WY,8
2020-05-04,AK,2
2020-05-04,AL,300
2020-05-04,AR,27
2020-05-04,AS,0
2020-05-04,AZ,279
2020-05-04,CA,1321
2020-05-04,CO,272
2020-05-04,CT,0
2020-05-04,DC,154
2020-05-04,DE,80
2020-05-04,FL,768
2020-05-04,GA,766
2020-05-04,GU,-1
2020-05-04,HI,0
2020-05-04,IA,534
2020-05-04,ID,0
2020-05-04,IL,2341
2020-05-04,IN,574
2020-05-04,KS,215
2020-05-04,KY,251
2020-05-04,LA,333
2020-05-04,MA,1000
2020-05-04,MD,946
2020-05-04,ME,20
2020-05-04,MI,780
2020-05-04,MN,824
2020-05-04,MO,368
2020-05-04,MP,0
2020-05-04,MS,327
2020-05-04,MT,2
2020-05-04,NC,184
2020-05-04,ND,34
2020-05-04,NE,584
2020-05-04,NH,159
2020-05-04,NJ,1525
2020-05-04,NM,181
2020-05-04,NV,68
2020-05-04,NY,2538
2020-05-04,OH,560
2020-05-04,OK,72
2020-05-04,OR,79
2020-05-04,PA,825
2020-05-04,PR,13
2020-05-04,RI,291
2020-05-04,SC,0
2020-05-04,SD,37
2020-05-04,TN,394
2020-05-04,TX,784
2020-05-04,UT,142
2020-05-04,VA,821
2020-05-04,VI,0
2020-05-04,VT,5
2020-05-04,WA,113
2020-05-04,WI,311
2020-05-04,WV,15
2020-05-04,WY,10
2020-05-03,AK,3
2020-05-03,AL,291
2020-05-03,AR,59
2020-05-03,AS,0
2020-05-03,AZ,276
2020-05-03,CA,1419
2020-05-03,CO,410
2020-05-03,CT,523
2020-05-03,DC,219
2020-05-03,DE,170
2020-05-03,FL,632
2020-05-03,GA,296
2020-05-03,GU,2
2020-05-03,HI,1
2020-05-03,IA,528
2020-05-03,ID,26
2020-05-03,IL,2994
2020-05-03,IN,638
2020-05-03,KS,284
2020-05-03,KY,0
2020-05-03,LA,200
2020-05-03,MA,1824
2020-05-03,MD,989
2020-05-03,ME,33
2020-05-03,MI,357
2020-05-03,MN,340
2020-05-03,MO,232
2020-05-03,MP,0
2020-05-03,MS,109
2020-05-03,MT,0
2020-05-03,NC,155
2020-05-03,ND,38
2020-05-03,NE,488
2020-05-03,NH,119
2020-05-03,NJ,3027
2020-05-03,NM,118
2020-05-03,NV,112
2020-05-03,NY,3438
2020-05-03,OH,579
2020-05-03,OK,121
2020-05-03,OR,45
2020-05-03,PA,962
2020-05-03,PR,15
2020-05-03,RI,181
2020-05-03,SC,137
2020-05-03,SD,43
2020-05-03,TN,516
2020-05-03,TX,1026
2020-05-03,UT,194
2020-05-03,VA,940
2020-05-03,VI,0
2020-05-03,VT,11
2020-05-03,WA,318
2020-05-03,WI,307
2020-05-03,WV,22
2020-05-03,WY,7
2020-05-02,AK,1
2020-05-02,AL,276
2020-05-02,AR,51
2020-05-02,AS,0
2020-05-02,AZ,402
2020-05-02,CA,1755
2020-05-02,CO,457
2020-05-02,CT,0
2020-05-02,DC,139
2020-05-02,DE,120
2020-05-02,FL,703
2020-05-02,GA,1036
2020-05-02,GU,2
2020-05-02,HI,1
2020-05-02,IA,757
2020-05-02,ID,20
2020-05-02,IL,2450
2020-05-02,IN,665
2020-05-02,KS,297
2020-05-02,KY,171
2020-05-02,LA,429
2020-05-02,MA,1952
2020-05-02,MD,1001
2020-05-02,ME,29
2020-05-02,MI,432
2020-05-02,MN,335
2020-05-02,MO,319
2020-05-02,MP,0
2020-05-02,MS,229
2020-05-02,MT,2
2020-05-02,NC,586
2020-05-02,ND,46
2020-05-02,NE,557
2020-05-02,NH,164
2020-05-02,NJ,2527
2020-05-02,NM,219
2020-05-02,NV,84
2020-05-02,NY,4663
2020-05-02,OH,592
2020-05-02,OK,103
2020-05-02,OR,56
2020-05-02,PA,1334
2020-05-02,PR,9
2020-05-02,RI,189
2020-05-02,SC,231
2020-05-02,SD,63
2020-05-02,TN,770
2020-05-02,TX,1293
2020-05-02,UT,153
2020-05-02,VA,830
2020-05-02,VI,0
2020-05-02,VT,6
2020-05-02,WA,247
2020-05-02,WI,370
2020-05-02,WV,33
2020-05-02,WY,13
2020-05-01,AK,9
2020-05-01,AL,139
2020-05-01,AR,66
2020-05-01,AS,0
2020-05-01,AZ,314
2020-05-01,CA,1525
2020-05-01,CO,484
2020-05-01,CT,1064
2020-05-01,DC,335
2020-05-01,DE,184
2020-05-01,FL,977
2020-05-01,GA,1115
2020-05-01,GU,0
2020-05-01,HI,5
2020-05-01,IA,739
2020-05-01,ID,31
2020-05-01,IL,3137
2020-05-01,IN,795
2020-05-01,KS,211
2020-05-01,KY,169
2020-05-01,LA,710
2020-05-01,MA,2106
2020-05-01,MD,1730
2020-05-01,ME,28
2020-05-01,MI,735
2020-05-01,MN,620
2020-05-01,MO,273
2020-05-01,MP,0
2020-05-01,MS,397
2020-05-01,MT,0
2020-05-01,NC,414
2020-05-01,ND,40
2020-05-01,NE,497
2020-05-01,NH,92
2020-05-01,NJ,2538
2020-05-01,NM,102
2020-05-01,NV,229
2020-05-01,NY,3942
2020-05-01,OH,716
2020-05-01,OK,130
2020-05-01,OR,69
2020-05-01,PA,1208
2020-05-01,PR,9
2020-05-01,RI,317
2020-05-01,SC,163
2020-05-01,SD,76
2020-05-01,TN,1156
2020-05-01,TX,1142
2020-05-01,UT,156
2020-05-01,VA,1055
2020-05-01,VI,0
2020-05-01,VT,13
2020-05-01,WA,328
2020-05-01,WI,498
2020-05-01,WV,18
2020-05-01,WY,7
2020-04-30,AK,0
2020-04-30,AL,177
2020-04-30,AR,63
2020-04-30,AS,0
2020-04-30,AZ,446
2020-04-30,CA,2417
2020-04-30,CO,526
2020-04-30,CT,933
2020-04-30,DC,217
2020-04-30,DE,79
2020-04-30,FL,514
2020-04-30,GA,532
2020-04-30,GU,1
2020-04-30,HI,4
2020-04-30,IA,302
2020-04-30,ID,32
2020-04-30,IL,2563
2020-04-30,IN,653
2020-04-30,KS,500
2020-04-30,KY,164
2020-04-30,LA,341
2020-04-30,MA,1940
2020-04-30,MD,893
2020-04-30,ME,39
2020-04-30,MI,1017
2020-04-30,MN,648
2020-04-30,MO,137
2020-04-30,MP,0
2020-04-30,MS,246
2020-04-30,MT,2
2020-04-30,NC,561
2020-04-30,ND,34
2020-04-30,NE,410
2020-04-30,NH,44
2020-04-30,NJ,2388
2020-04-30,NM,198
2020-04-30,NV,100
2020-04-30,NY,4681
2020-04-30,OH,724
2020-04-30,OK,145
2020-04-30,OR,64
2020-04-30,PA,1397
2020-04-30,PR,51
2020-04-30,RI,348
2020-04-30,SC,214
2020-04-30,SD,76
2020-04-30,TN,369
2020-04-30,TX,1033
2020-04-30,UT,177
2020-04-30,VA,885
2020-04-30,VI,4
2020-04-30,VT,4
2020-04-30,WA,295
2020-04-30,WI,392
2020-04-30,WV,23
2020-04-30,WY,15
2020-04-29,AK,4
2020-04-29,AL,155
2020-04-29,AR,81
2020-04-29,AS,0
2020-04-29,AZ,254
2020-04-29,CA,1469
2020-04-29,CO,442
2020-04-29,CT,455
2020-04-29,DC,112
2020-04-29,DE,80
2020-04-29,FL,343
2020-04-29,GA,1008
2020-04-29,GU,1
2020-04-29,HI,2
2020-04-29,IA,467
2020-04-29,ID,35
2020-04-29,IL,2253
2020-04-29,IN,594
2020-04-29,KS,247
2020-04-29,KY,229
2020-04-29,LA,374
2020-04-29,MA,1963
2020-04-29,MD,736
2020-04-29,ME,16
2020-04-29,MI,950
2020-04-29,MN,680
2020-04-29,MO,122
2020-04-29,MP,0
2020-04-29,MS,227
2020-04-29,MT,0
2020-04-29,NC,380
2020-04-29,ND,42
2020-04-29,NE,16
2020-04-29,NH,72
2020-04-29,NJ,2408
2020-04-29,NM,239
2020-04-29,NV,93
2020-04-29,NY,4585
2020-04-29,OH,534
2020-04-29,OK,63
2020-04-29,OR,92
2020-04-29,PA,1102
2020-04-29,PR,6
2020-04-29,RI,372
2020-04-29,SC,268
2020-04-29,SD,60
2020-04-29,TN,314
2020-04-29,TX,883
2020-04-29,UT,152
2020-04-29,VA,622
2020-04-29,VI,3
2020-04-29,VT,0
2020-04-29,WA,370
2020-04-29,WI,269
2020-04-29,WV,16
2020-04-29,WY,8
2020-04-28,AK,6
2020-04-28,AL,188
2020-04-28,AR,94
2020-04-28,AS,0
2020-04-28,AZ,232
2020-04-28,CA,1567
2020-04-28,CO,437
2020-04-28,CT,1043
2020-04-28,DC,102
2020-04-28,DE,413
2020-04-28,FL,748
2020-04-28,GA,702
2020-04-28,GU,2
2020-04-28,HI,1
2020-04-28,IA,508
2020-04-28,ID,20
2020-04-28,IL,2219
2020-04-28,IN,627
2020-04-28,KS,163
2020-04-28,KY,72
2020-04-28,LA,218
2020-04-28,MA,1840
2020-04-28,MD,626
2020-04-28,ME,17
2020-04-28,MI,829
2020-04-28,MN,601
2020-04-28,MO,132
2020-04-28,MP,0
2020-04-28,MS,248
2020-04-28,MT,2
2020-04-28,NC,426
2020-04-28,ND,49
2020-04-28,NE,330
2020-04-28,NH,74
2020-04-28,NJ,2668
2020-04-28,NM,151
2020-04-28,NV,115
2020-04-28,NY,3110
2020-04-28,OH,444
2020-04-28,OK,130
2020-04-28,OR,0
2020-04-28,PA,1214
2020-04-28,PR,3
2020-04-28,RI,324
2020-04-28,SC,123
2020-04-28,SD,68
2020-04-28,TN,134
2020-04-28,TX,874
2020-04-28,UT,110
2020-04-28,VA,804
2020-04-28,VI,0
2020-04-28,VT,7
2020-04-28,WA,114
2020-04-28,WI,230
2020-04-28,WV,16
2020-04-28,WY,16
2020-04-27,AK,4
2020-04-27,AL,229
2020-04-27,AR,76
2020-04-27,AS,0
2020-04-27,AZ,190
2020-04-27,CA,1300
2020-04-27,CO,438
2020-04-27,CT,0
2020-04-27,DC,51
2020-04-27,DE,128
2020-04-27,FL,519
2020-04-27,GA,512
2020-04-27,GU,1
2020-04-27,HI,3
2020-04-27,IA,392
2020-04-27,ID,10
2020-04-27,IL,1980
2020-04-27,IN,949
2020-04-27,KS,154
2020-04-27,KY,169
2020-04-27,LA,295
2020-04-27,MA,1524
2020-04-27,MD,906
2020-04-27,ME,8
2020-04-27,MI,920
2020-04-27,MN,675
2020-04-27,MO,174
2020-04-27,MP,0
2020-04-27,MS,183
2020-04-27,MT,1
2020-04-27,NC,312
2020-04-27,ND,75
2020-04-27,NE,296
2020-04-27,NH,77
2020-04-27,NJ,2150
2020-04-27,NM,97
2020-04-27,NV,88
2020-04-27,NY,3951
2020-04-27,OH,362
2020-04-27,OK,27
2020-04-27,OR,43
2020-04-27,PA,885
2020-04-27,PR,4
2020-04-27,RI,203
2020-04-27,SC,0
2020-04-27,SD,33
2020-04-27,TN,251
2020-04-27,TX,666
2020-04-27,UT,110
2020-04-27,VA,565
2020-04-27,VI,2
2020-04-27,VT,3
2020-04-27,WA,166
2020-04-27,WI,198
2020-04-27,WV,19
2020-04-27,WY,18
2020-04-26,AK,2
2020-04-26,AL,133
2020-04-26,AR,112
2020-04-26,AS,0
2020-04-26,AZ,246
2020-04-26,CA,1027
2020-04-26,CO,473
2020-04-26,CT,687
2020-04-26,DC,142
2020-04-26,DE,458
2020-04-26,FL,795
2020-04-26,GA,706
2020-04-26,GU,0
2020-04-26,HI,2
2020-04-26,IA,384
2020-04-26,ID,17
2020-04-26,IL,2126
2020-04-26,IN,617
2020-04-26,KS,118
2020-04-26,KY,126
2020-04-26,LA,261
2020-04-26,MA,1590
2020-04-26,MD,815
2020-04-26,ME,25
2020-04-26,MI,526
2020-04-26,MN,385
2020-04-26,MO,171
2020-04-26,MP,0
2020-04-26,MS,193
2020-04-26,MT,3
2020-04-26,NC,207
2020-04-26,ND,64
2020-04-26,NE,311
2020-04-26,NH,67
2020-04-26,NJ,3515
2020-04-26,NM,66
2020-04-26,NV,63
2020-04-26,NY,5902
2020-04-26,OH,376
2020-04-26,OK,60
2020-04-26,OR,58
2020-04-26,PA,1116
2020-04-26,PR,13
2020-04-26,RI,276
2020-04-26,SC,237
2020-04-26,SD,65
2020-04-26,TN,478
2020-04-26,TX,858
2020-04-26,UT,175
2020-04-26,VA,604
2020-04-26,VI,2
2020-04-26,VT,9
2020-04-26,WA,351
2020-04-26,WI,248
2020-04-26,WV,24
2020-04-26,WY,11
2020-04-25,AK,0
2020-04-25,AL,305
2020-04-25,AR,88
2020-04-25,AS,0
2020-04-25,AZ,235
2020-04-25,CA,1883
2020-04-25,CO,713
2020-04-25,CT,661
2020-04-25,DC,171
2020-04-25,DE,134
2020-04-25,FL,734
2020-04-25,GA,548
2020-04-25,GU,1
2020-04-25,HI,5
2020-04-25,IA,647
2020-04-25,ID,34
2020-04-25,IL,2119
2020-04-25,IN,715
2020-04-25,KS,279
2020-04-25,KY,298
2020-04-25,LA,372
2020-04-25,MA,2379
2020-04-25,MD,1150
2020-04-25,ME,25
2020-04-25,MI,533
2020-04-25,MN,339
2020-04-25,MO,201
2020-04-25,MP,0
2020-04-25,MS,284
2020-04-25,MT,1
2020-04-25,NC,571
2020-04-25,ND,56
2020-04-25,NE,297
2020-04-25,NH,50
2020-04-25,NJ,3327
2020-04-25,NM,139
2020-04-25,NV,141
2020-04-25,NY,10553
2020-04-25,OH,418
2020-04-25,OK,72
2020-04-25,OR,76
2020-04-25,PA,1397
2020-04-25,PR,7
2020-04-25,RI,305
2020-04-25,SC,336
2020-04-25,SD,107
2020-04-25,TN,463
2020-04-25,TX,967
2020-04-25,UT,166
2020-04-25,VA,772
2020-04-25,VI,1
2020-04-25,VT,9
2020-04-25,WA,275
2020-04-25,WI,351
2020-04-25,WV,32
2020-04-25,WY,18
2020-04-24,AK,2
2020-04-24,AL,54
2020-04-24,AR,276
2020-04-24,AS,0
2020-04-24,AZ,276
2020-04-24,CA,1885
2020-04-24,CO,993
2020-04-24,CT,821
2020-04-24,DC,167
2020-04-24,DE,134
2020-04-24,FL,1214
2020-04-24,GA,635
2020-04-24,GU,2
2020-04-24,HI,4
2020-04-24,IA,521
2020-04-24,ID,34
2020-04-24,IL,2724
2020-04-24,IN,641
2020-04-24,KS,295
2020-04-24,KY,108
2020-04-24,LA,401
2020-04-24,MA,2977
2020-04-24,MD,879
2020-04-24,ME,28
2020-04-24,MI,1036
2020-04-24,MN,518
2020-04-24,MO,304
2020-04-24,MP,0
2020-04-24,MS,281
2020-04-24,MT,2
2020-04-24,NC,444
2020-04-24,ND,38
2020-04-24,NE,311
2020-04-24,NH,82
2020-04-24,NJ,2207
2020-04-24,NM,142
2020-04-24,NV,190
2020-04-24,NY,8130
2020-04-24,OH,475
2020-04-24,OK,104
2020-04-24,OR,50
2020-04-24,PA,1599
2020-04-24,PR,-44
2020-04-24,RI,415
2020-04-24,SC,0
2020-04-24,SD,84
2020-04-24,TN,460
2020-04-24,TX,862
2020-04-24,UT,170
2020-04-24,VA,596
2020-04-24,VI,0
2020-04-24,VT,3
2020-04-24,WA,284
2020-04-24,WI,353
2020-04-24,WV,21
2020-04-24,WY,20
2020-04-23,AK,2
2020-04-23,AL,313
2020-04-23,AR,189
2020-04-23,AS,0
2020-04-23,AZ,310
2020-04-23,CA,1973
2020-04-23,CO,384
2020-04-23,CT,631
2020-04-23,DC,155
2020-04-23,DE,108
2020-04-23,FL,697
2020-04-23,GA,772
2020-04-23,GU,4
2020-04-23,HI,6
2020-04-23,IA,176
2020-04-23,ID,36
2020-04-23,IL,1826
2020-04-23,IN,601
2020-04-23,KS,271
2020-04-23,KY,181
2020-04-23,LA,481
2020-04-23,MA,3079
2020-04-23,MD,962
2020-04-23,ME,30
2020-04-23,MI,989
2020-04-23,MN,512
2020-04-23,MO,184
2020-04-23,MP,0
2020-04-23,MS,259
2020-04-23,MT,3
2020-04-23,NC,388
2020-04-23,ND,32
2020-04-23,NE,91
2020-04-23,NH,97
2020-04-23,NJ,4124
2020-04-23,NM,169
2020-04-23,NV,127
2020-04-23,NY,6244
2020-04-23,OH,577
2020-04-23,OK,123
2020-04-23,OR,68
2020-04-23,PA,1369
2020-04-23,PR,0
2020-04-23,RI,419
2020-04-23,SC,156
2020-04-23,SD,98
2020-04-23,TN,424
2020-04-23,TX,875
2020-04-23,UT,167
2020-04-23,VA,732
2020-04-23,VI,0
2020-04-23,VT,3
2020-04-23,WA,268
2020-04-23,WI,245
2020-04-23,WV,28
2020-04-23,WY,6
2020-04-22,AK,6
2020-04-22,AL,234
2020-04-22,AR,49
2020-04-22,AS,0
2020-04-22,AZ,208
2020-04-22,CA,2135
2020-04-22,CO,431
2020-04-22,CT,2109
2020-04-22,DC,108
2020-04-22,DE,269
2020-04-22,FL,859
2020-04-22,GA,859
2020-04-22,GU,1
2020-04-22,HI,2
2020-04-22,IA,107
2020-04-22,ID,30
2020-04-22,IL,2049
2020-04-22,IN,341
2020-04-22,KS,186
2020-04-22,KY,142
2020-04-22,LA,404
2020-04-22,MA,1745
2020-04-22,MD,582
2020-04-22,ME,19
2020-04-22,MI,1116
2020-04-22,MN,306
2020-04-22,MO,196
2020-04-22,MP,0
2020-04-22,MS,178
2020-04-22,MT,2
2020-04-22,NC,269
2020-04-22,ND,33
2020-04-22,NE,74
2020-04-22,NH,0
2020-04-22,NJ,3478
2020-04-22,NM,138
2020-04-22,NV,144
2020-04-22,NY,5526
2020-04-22,OH,392
2020-04-22,OK,87
2020-04-22,OR,57
2020-04-22,PA,1156
2020-04-22,PR,-383
2020-04-22,RI,382
2020-04-22,SC,322
2020-04-22,SD,103
2020-04-22,TN,448
2020-04-22,TX,873
2020-04-22,UT,149
2020-04-22,VA,636
2020-04-22,VI,0
2020-04-22,VT,8
2020-04-22,WA,334
2020-04-22,WI,257
2020-04-22,WV,25
2020-04-22,WY,6
